date,USDJPY,US_2Y_Yield,Japan_2Y_Yield,US_Japan_2Y_Spread
1971-05-28,357.4000,,,
1971-06-01,357.4600,,,
1971-06-02,357.4000,,,
1971-06-03,357.4600,,,
1971-06-04,357.4000,,,
1971-06-07,357.4000,,,
1971-06-08,357.4000,,,
1971-06-09,357.4000,,,
1971-06-10,357.4000,,,
1971-06-11,357.4000,,,
1971-06-14,357.4000,,,
1971-06-15,357.4600,,,
1971-06-16,357.4600,,,
1971-06-17,357.4600,,,
1971-06-18,357.4000,,,
1971-06-21,357.4000,,,
1971-06-22,357.4000,,,
1971-06-23,357.4000,,,
1971-06-24,357.4000,,,
1971-06-25,357.4000,,,
1971-06-28,357.3700,,,
1971-06-29,357.3900,,,
1971-06-30,357.4000,,,
1971-07-01,357.4000,,,
1971-07-02,357.4000,,,
1971-07-06,357.4500,,,
1971-07-07,357.4600,,,
1971-07-08,357.4600,,,
1971-07-09,357.4000,,,
1971-07-12,357.4100,,,
1971-07-13,357.4400,,,
1971-07-14,357.4000,,,
1971-07-15,357.4000,,,
1971-07-16,357.4000,,,
1971-07-19,357.3900,,,
1971-07-20,357.3900,,,
1971-07-21,357.4000,,,
1971-07-22,357.3700,,,
1971-07-23,357.3600,,,
1971-07-26,357.4000,,,
1971-07-27,357.3700,,,
1971-07-28,357.4000,,,
1971-07-29,357.4000,,,
1971-07-30,357.3900,,,
1971-08-02,357.4100,,,
1971-08-03,357.3700,,,
1971-08-04,357.3700,,,
1971-08-05,357.3700,,,
1971-08-06,357.3700,,,
1971-08-09,357.3500,,,
1971-08-10,357.3900,,,
1971-08-11,357.3500,,,
1971-08-12,357.4000,,,
1971-08-13,357.3500,,,
1971-08-31,339.8500,,,
1971-09-01,341.0100,,,
1971-09-02,338.9800,,,
1971-09-03,340.1400,,,
1971-09-07,339.7900,,,
1971-09-08,339.3900,,,
1971-09-09,339.0700,,,
1971-09-10,338.8100,,,
1971-09-13,338.9800,,,
1971-09-14,338.2400,,,
1971-09-15,338.4100,,,
1971-09-16,337.8400,,,
1971-09-17,337.9500,,,
1971-09-20,337.2700,,,
1971-09-21,337.3400,,,
1971-09-22,337.4400,,,
1971-09-23,337.2700,,,
1971-09-24,336.9800,,,
1971-09-27,336.2500,,,
1971-09-28,336.3600,,,
1971-09-29,335.5700,,,
1971-09-30,335.3500,,,
1971-10-01,333.3900,,,
1971-10-04,333.1700,,,
1971-10-05,333.1400,,,
1971-10-06,332.6500,,,
1971-10-07,332.6100,,,
1971-10-08,332.3700,,,
1971-10-12,330.5200,,,
1971-10-13,331.4000,,,
1971-10-14,330.8500,,,
1971-10-15,330.5800,,,
1971-10-18,329.6000,,,
1971-10-19,330.8500,,,
1971-10-20,331.0700,,,
1971-10-21,330.7900,,,
1971-10-22,330.3600,,,
1971-10-26,329.0000,,,
1971-10-27,329.5400,,,
1971-10-28,329.7100,,,
1971-10-29,329.5000,,,
1971-11-01,329.4500,,,
1971-11-03,329.5000,,,
1971-11-04,330.8700,,,
1971-11-05,329.1600,,,
1971-11-08,329.2200,,,
1971-11-09,329.1600,,,
1971-11-10,329.1100,,,
1971-11-11,329.1100,,,
1971-11-12,329.4900,,,
1971-11-15,328.7300,,,
1971-11-16,328.6200,,,
1971-11-17,328.8000,,,
1971-11-18,328.6800,,,
1971-11-19,328.4000,,,
1971-11-22,328.4100,,,
1971-11-23,328.1900,,,
1971-11-24,328.0400,,,
1971-11-26,327.6000,,,
1971-11-29,327.0600,,,
1971-11-30,327.4400,,,
1971-12-01,327.6000,,,
1971-12-02,326.0000,,,
1971-12-03,325.1000,,,
1971-12-06,326.5300,,,
1971-12-07,323.6200,,,
1971-12-08,323.5000,,,
1971-12-09,323.5200,,,
1971-12-10,323.1000,,,
1971-12-13,322.7900,,,
1971-12-14,322.5800,,,
1971-12-15,321.5400,,,
1971-12-16,320.0000,,,
1971-12-17,320.3600,,,
1971-12-21,314.9800,,,
1971-12-22,314.9600,,,
1971-12-23,315.0100,,,
1971-12-24,315.2100,,,
1971-12-27,314.9600,,,
1971-12-28,315.0100,,,
1971-12-29,315.2100,,,
1971-12-30,315.0100,,,
1971-12-31,315.0100,,,
1972-01-03,314.8600,,,
1972-01-04,314.9600,,,
1972-01-05,314.8600,,,
1972-01-06,312.0100,,,
1972-01-07,312.5000,,,
1972-01-10,312.9900,,,
1972-01-11,314.4700,,,
1972-01-12,313.4800,,,
1972-01-13,313.9700,,,
1972-01-14,312.9900,,,
1972-01-17,313.3800,,,
1972-01-18,312.8900,,,
1972-01-19,312.7900,,,
1972-01-20,312.0100,,,
1972-01-21,312.3000,,,
1972-01-24,312.2100,,,
1972-01-25,311.8200,,,
1972-01-26,311.5300,,,
1972-01-27,310.0800,,,
1972-01-28,310.4600,,,
1972-01-31,310.5600,,,
1972-02-01,310.3700,,,
1972-02-02,308.5500,,,
1972-02-03,309.1200,,,
1972-02-04,308.6400,,,
1972-02-07,308.1700,,,
1972-02-08,307.6900,,,
1972-02-09,304.7900,,,
1972-02-10,304.6900,,,
1972-02-11,304.6900,,,
1972-02-14,304.2300,,,
1972-02-15,304.1400,,,
1972-02-16,303.9500,,,
1972-02-17,303.9500,,,
1972-02-18,303.4900,,,
1972-02-22,302.8500,,,
1972-02-23,302.4800,,,
1972-02-24,302.1100,,,
1972-02-25,302.4800,,,
1972-02-28,303.9500,,,
1972-02-29,303.4000,,,
1972-03-01,303.2100,,,
1972-03-02,303.0300,,,
1972-03-03,302.6600,,,
1972-03-06,302.7500,,,
1972-03-07,302.3000,,,
1972-03-08,302.0200,,,
1972-03-09,301.6600,,,
1972-03-10,301.9300,,,
1972-03-13,302.3000,,,
1972-03-14,302.2100,,,
1972-03-15,302.1100,,,
1972-03-16,302.0200,,,
1972-03-17,302.1100,,,
1972-03-20,302.3000,,,
1972-03-21,302.1100,,,
1972-03-22,302.1100,,,
1972-03-23,301.9300,,,
1972-03-24,302.3000,,,
1972-03-27,302.5700,,,
1972-03-28,302.8500,,,
1972-03-29,303.7700,,,
1972-03-30,303.7700,,,
1972-03-31,304.3200,,,
1972-04-03,304.1400,,,
1972-04-04,304.9700,,,
1972-04-05,305.1600,,,
1972-04-06,304.8800,,,
1972-04-07,303.2100,,,
1972-04-10,302.1100,,,
1972-04-11,302.3000,,,
1972-04-12,302.4300,,,
1972-04-13,302.5700,,,
1972-04-14,302.9400,,,
1972-04-17,302.5700,,,
1972-04-18,302.3900,,,
1972-04-19,302.9400,,,
1972-04-20,303.0300,,,
1972-04-21,303.2100,,,
1972-04-24,305.1600,,,
1972-04-25,304.3200,,,
1972-04-26,303.7700,,,
1972-04-27,304.2300,,,
1972-04-28,304.8800,,,
1972-05-01,304.4100,,,
1972-05-02,304.2300,,,
1972-05-03,304.3200,,,
1972-05-04,304.2300,,,
1972-05-05,304.3200,,,
1972-05-08,305.0600,,,
1972-05-09,304.9700,,,
1972-05-10,303.7700,,,
1972-05-11,303.5800,,,
1972-05-12,303.8600,,,
1972-05-15,304.3200,,,
1972-05-16,304.4100,,,
1972-05-17,304.5100,,,
1972-05-18,304.6000,,,
1972-05-19,304.0400,,,
1972-05-22,304.4100,,,
1972-05-23,304.2300,,,
1972-05-24,304.3200,,,
1972-05-25,304.3200,,,
1972-05-26,304.4100,,,
1972-05-30,305.3400,,,
1972-05-31,304.6900,,,
1972-06-01,304.4100,,,
1972-06-02,304.2300,,,
1972-06-05,304.6900,,,
1972-06-06,304.5100,,,
1972-06-07,304.4100,,,
1972-06-08,304.3200,,,
1972-06-09,304.2300,,,
1972-06-12,304.5100,,,
1972-06-13,304.0400,,,
1972-06-14,303.9500,,,
1972-06-15,304.0400,,,
1972-06-16,303.9500,,,
1972-06-19,303.8600,,,
1972-06-20,303.4000,,,
1972-06-21,302.9400,,,
1972-06-22,302.0700,,,
1972-06-23,294.1200,,,
1972-06-26,298.5100,,,
1972-06-27,298.5100,,,
1972-06-28,296.7400,,,
1972-06-29,300.7500,,,
1972-06-30,300.9300,,,
1972-07-03,300.8400,,,
1972-07-05,300.0300,,,
1972-07-06,300.5700,,,
1972-07-07,300.9300,,,
1972-07-10,301.3000,,,
1972-07-11,301.5700,,,
1972-07-12,301.2000,,,
1972-07-13,301.0200,,,
1972-07-14,301.2000,,,
1972-07-17,301.0200,,,
1972-07-18,300.7500,,,
1972-07-19,301.2000,,,
1972-07-20,300.9300,,,
1972-07-21,301.1100,,,
1972-07-24,301.2000,,,
1972-07-25,300.7500,,,
1972-07-26,301.2000,,,
1972-07-27,301.2000,,,
1972-07-28,301.2000,,,
1972-07-31,301.3900,,,
1972-08-01,301.2000,,,
1972-08-02,301.2000,,,
1972-08-03,301.2000,,,
1972-08-04,300.9300,,,
1972-08-07,301.1100,,,
1972-08-08,301.2000,,,
1972-08-09,301.2000,,,
1972-08-10,301.1100,,,
1972-08-11,301.1100,,,
1972-08-14,301.1100,,,
1972-08-15,301.2000,,,
1972-08-16,301.2000,,,
1972-08-17,301.2000,,,
1972-08-18,301.2000,,,
1972-08-21,301.1100,,,
1972-08-22,301.2000,,,
1972-08-23,301.2000,,,
1972-08-24,301.2000,,,
1972-08-25,301.2000,,,
1972-08-28,301.2000,,,
1972-08-29,301.2000,,,
1972-08-30,301.1100,,,
1972-08-31,301.1100,,,
1972-09-01,301.1100,,,
1972-09-05,301.2000,,,
1972-09-06,301.2000,,,
1972-09-07,301.1100,,,
1972-09-08,301.1100,,,
1972-09-11,301.2000,,,
1972-09-12,301.1100,,,
1972-09-13,301.1100,,,
1972-09-14,301.1100,,,
1972-09-15,301.1100,,,
1972-09-18,301.1100,,,
1972-09-19,301.1100,,,
1972-09-20,301.1100,,,
1972-09-21,301.1100,,,
1972-09-22,301.1100,,,
1972-09-25,301.1100,,,
1972-09-26,301.1100,,,
1972-09-27,301.0200,,,
1972-09-28,301.1100,,,
1972-09-29,301.1100,,,
1972-10-02,301.1100,,,
1972-10-03,301.1100,,,
1972-10-04,301.1100,,,
1972-10-05,301.1100,,,
1972-10-06,300.9300,,,
1972-10-10,300.9300,,,
1972-10-11,301.0200,,,
1972-10-12,301.0200,,,
1972-10-13,301.1100,,,
1972-10-16,301.1100,,,
1972-10-17,301.1100,,,
1972-10-18,301.1100,,,
1972-10-19,301.0200,,,
1972-10-20,300.7500,,,
1972-10-24,301.0200,,,
1972-10-25,301.2000,,,
1972-10-26,300.8400,,,
1972-10-27,300.4800,,,
1972-10-30,301.0200,,,
1972-10-31,301.1100,,,
1972-11-01,301.0200,,,
1972-11-02,300.6600,,,
1972-11-03,299.9400,,,
1972-11-06,301.0200,,,
1972-11-08,301.0200,,,
1972-11-09,301.0200,,,
1972-11-10,300.9300,,,
1972-11-13,301.0200,,,
1972-11-14,301.0200,,,
1972-11-15,301.1100,,,
1972-11-16,301.1100,,,
1972-11-17,301.0200,,,
1972-11-20,301.1100,,,
1972-11-21,301.1100,,,
1972-11-22,301.1100,,,
1972-11-24,301.0200,,,
1972-11-27,301.1100,,,
1972-11-28,301.2000,,,
1972-11-29,301.1100,,,
1972-11-30,301.1100,,,
1972-12-01,301.1100,,,
1972-12-04,301.1100,,,
1972-12-05,301.1100,,,
1972-12-06,301.1100,,,
1972-12-07,301.1100,,,
1972-12-08,301.1100,,,
1972-12-11,301.0700,,,
1972-12-12,301.1100,,,
1972-12-13,301.1100,,,
1972-12-14,301.1100,,,
1972-12-15,301.1100,,,
1972-12-18,301.1100,,,
1972-12-19,301.1100,,,
1972-12-20,301.1100,,,
1972-12-21,301.1100,,,
1972-12-22,301.1100,,,
1972-12-26,301.3900,,,
1972-12-27,302.0200,,,
1972-12-28,302.0200,,,
1972-12-29,301.6600,,,
1973-01-02,301.3900,,,
1973-01-03,301.4300,,,
1973-01-04,301.2000,,,
1973-01-05,301.3000,,,
1973-01-08,302.2100,,,
1973-01-09,302.0700,,,
1973-01-10,301.8400,,,
1973-01-11,301.4800,,,
1973-01-12,301.6600,,,
1973-01-15,301.6600,,,
1973-01-16,301.9300,,,
1973-01-17,302.1100,,,
1973-01-18,302.2100,,,
1973-01-19,302.5700,,,
1973-01-22,302.4800,,,
1973-01-23,301.6600,,,
1973-01-24,302.1100,,,
1973-01-25,301.8400,,,
1973-01-26,301.7500,,,
1973-01-29,301.6600,,,
1973-01-30,301.3900,,,
1973-01-31,301.3900,,,
1973-02-01,300.9300,,,
1973-02-02,299.5800,,,
1973-02-05,300.7500,,,
1973-02-06,299.8500,,,
1973-02-07,299.8500,,,
1973-02-08,299.4000,,,
1973-02-09,293.2600,,,
1973-02-13,266.6700,,,
1973-02-14,265.9600,,,
1973-02-15,263.0200,,,
1973-02-16,263.8500,,,
1973-02-20,265.9600,,,
1973-02-21,264.9000,,,
1973-02-22,265.4600,,,
1973-02-23,264.9000,,,
1973-02-26,265.6000,,,
1973-02-27,265.9600,,,
1973-02-28,265.6700,,,
1973-03-01,265.6000,,,
1973-03-02,262.1200,,,
1973-03-05,259.0700,,,
1973-03-06,261.7800,,,
1973-03-07,261.9200,,,
1973-03-08,261.4400,,,
1973-03-09,260.4200,,,
1973-03-12,257.0700,,,
1973-03-13,254.9700,,,
1973-03-14,254.4500,,,
1973-03-15,255.7500,,,
1973-03-16,260.0800,,,
1973-03-19,263.1600,,,
1973-03-20,263.1600,,,
1973-03-21,263.1600,,,
1973-03-22,263.5000,,,
1973-03-23,266.0300,,,
1973-03-26,265.5300,,,
1973-03-27,265.3900,,,
1973-03-28,265.6000,,,
1973-03-29,265.6700,,,
1973-03-30,265.9600,,,
1973-04-02,266.0300,,,
1973-04-03,265.4600,,,
1973-04-04,264.9700,,,
1973-04-05,264.5500,,,
1973-04-06,264.7600,,,
1973-04-09,265.5300,,,
1973-04-10,265.5300,,,
1973-04-11,265.6700,,,
1973-04-12,266.0300,,,
1973-04-13,265.8900,,,
1973-04-16,265.6000,,,
1973-04-17,265.4600,,,
1973-04-18,265.4600,,,
1973-04-19,265.5300,,,
1973-04-20,265.6000,,,
1973-04-23,265.6000,,,
1973-04-24,265.4600,,,
1973-04-25,265.4600,,,
1973-04-26,265.6000,,,
1973-04-27,265.6000,,,
1973-04-30,265.5300,,,
1973-05-01,265.5300,,,
1973-05-02,265.5300,,,
1973-05-03,265.5300,,,
1973-05-04,265.5300,,,
1973-05-07,265.5300,,,
1973-05-08,265.6700,,,
1973-05-09,265.0400,,,
1973-05-10,265.0400,,,
1973-05-11,265.4600,,,
1973-05-14,264.7600,,,
1973-05-15,262.4700,,,
1973-05-16,262.9500,,,
1973-05-17,264.4800,,,
1973-05-18,264.2700,,,
1973-05-21,262.9500,,,
1973-05-22,263.5700,,,
1973-05-23,264.2000,,,
1973-05-24,264.5500,,,
1973-05-25,264.8300,,,
1973-05-29,264.9000,,,
1973-05-30,264.8300,,,
1973-05-31,264.6900,,,
1973-06-01,264.0600,,,
1973-06-04,262.8800,,,
1973-06-05,262.8800,,,
1973-06-06,264.1300,,,
1973-06-07,264.2700,,,
1973-06-08,264.4100,,,
1973-06-11,264.6900,,,
1973-06-12,264.6900,,,
1973-06-13,264.6200,,,
1973-06-14,264.6900,,,
1973-06-15,264.6900,,,
1973-06-18,264.6900,,,
1973-06-19,264.8300,,,
1973-06-20,264.9700,,,
1973-06-21,265.0400,,,
1973-06-22,265.0400,,,
1973-06-25,265.1800,,,
1973-06-26,265.1800,,,
1973-06-27,265.1800,,,
1973-06-28,265.1800,,,
1973-06-29,263.1600,,,
1973-07-02,265.2500,,,
1973-07-03,265.0400,,,
1973-07-05,265.1100,,,
1973-07-06,262.1200,,,
1973-07-09,259.4000,,,
1973-07-10,263.1600,,,
1973-07-11,264.8300,,,
1973-07-12,264.7600,,,
1973-07-13,265.0400,,,
1973-07-16,265.1100,,,
1973-07-17,265.2500,,,
1973-07-18,265.1100,,,
1973-07-19,265.1800,,,
1973-07-20,265.6000,,,
1973-07-23,266.1700,,,
1973-07-24,265.6000,,,
1973-07-25,265.5300,,,
1973-07-26,265.6000,,,
1973-07-27,264.7600,,,
1973-07-30,263.5700,,,
1973-07-31,263.4400,,,
1973-08-01,263.4400,,,
1973-08-02,264.7600,,,
1973-08-03,265.3900,,,
1973-08-06,265.1100,,,
1973-08-07,265.2500,,,
1973-08-08,265.1800,,,
1973-08-09,265.1100,,,
1973-08-10,265.2500,,,
1973-08-13,265.4600,,,
1973-08-14,265.4600,,,
1973-08-15,265.4600,,,
1973-08-16,265.3900,,,
1973-08-17,265.5300,,,
1973-08-20,265.6000,,,
1973-08-21,265.1800,,,
1973-08-22,265.2500,,,
1973-08-23,265.2500,,,
1973-08-24,265.2500,,,
1973-08-27,265.3200,,,
1973-08-28,265.3200,,,
1973-08-29,265.3200,,,
1973-08-30,265.3900,,,
1973-08-31,265.3900,,,
1973-09-04,265.4600,,,
1973-09-05,265.3900,,,
1973-09-06,265.3900,,,
1973-09-07,265.3900,,,
1973-09-10,265.3900,,,
1973-09-11,265.4600,,,
1973-09-12,265.6000,,,
1973-09-13,265.6000,,,
1973-09-14,265.6000,,,
1973-09-17,265.5300,,,
1973-09-18,265.5300,,,
1973-09-19,265.4600,,,
1973-09-20,265.3900,,,
1973-09-21,265.2500,,,
1973-09-24,265.3900,,,
1973-09-25,265.4600,,,
1973-09-26,265.5300,,,
1973-09-27,265.6000,,,
1973-09-28,265.6000,,,
1973-10-01,265.6000,,,
1973-10-02,265.7500,,,
1973-10-03,265.8900,,,
1973-10-04,265.9600,,,
1973-10-05,266.1700,,,
1973-10-09,266.3100,,,
1973-10-10,266.3100,,,
1973-10-11,266.2400,,,
1973-10-12,266.2400,,,
1973-10-15,266.4500,,,
1973-10-16,266.4500,,,
1973-10-17,266.3800,,,
1973-10-18,266.3100,,,
1973-10-19,266.3800,,,
1973-10-23,266.4500,,,
1973-10-24,266.3800,,,
1973-10-25,266.4500,,,
1973-10-26,266.6700,,,
1973-10-29,266.7400,,,
1973-10-30,266.9500,,,
1973-10-31,266.9500,,,
1973-11-01,270.2700,,,
1973-11-02,276.0100,,,
1973-11-05,275.1800,,,
1973-11-07,275.1800,,,
1973-11-08,275.2500,,,
1973-11-09,275.3300,,,
1973-11-12,275.2500,,,
1973-11-13,280.1900,,,
1973-11-14,280.6600,,,
1973-11-15,280.2700,,,
1973-11-16,280.1100,,,
1973-11-19,280.1100,,,
1973-11-20,280.4300,,,
1973-11-21,280.1100,,,
1973-11-23,280.6600,,,
1973-11-26,280.1100,,,
1973-11-27,280.1100,,,
1973-11-28,279.8000,,,
1973-11-29,280.1100,,,
1973-11-30,280.1100,,,
1973-12-03,280.1100,,,
1973-12-04,280.1100,,,
1973-12-05,280.1100,,,
1973-12-06,280.1100,,,
1973-12-07,280.1100,,,
1973-12-10,280.1100,,,
1973-12-11,280.1100,,,
1973-12-12,280.0300,,,
1973-12-13,280.1100,,,
1973-12-14,280.1100,,,
1973-12-17,280.1100,,,
1973-12-18,280.1100,,,
1973-12-19,280.1100,,,
1973-12-20,280.1100,,,
1973-12-21,280.1100,,,
1973-12-24,280.3500,,,
1973-12-26,280.2700,,,
1973-12-27,280.6600,,,
1973-12-28,280.4300,,,
1973-12-31,280.2700,,,
1974-01-02,280.8200,,,
1974-01-03,283.6900,,,
1974-01-04,282.0900,,,
1974-01-07,300.3000,,,
1974-01-08,299.9400,,,
1974-01-09,299.9400,,,
1974-01-10,299.9400,,,
1974-01-11,300.0300,,,
1974-01-14,300.1200,,,
1974-01-15,300.1200,,,
1974-01-16,300.1200,,,
1974-01-17,300.1200,,,
1974-01-18,300.1200,,,
1974-01-21,305.3400,,,
1974-01-22,304.8800,,,
1974-01-23,303.5800,,,
1974-01-24,300.1200,,,
1974-01-25,299.8000,,,
1974-01-28,299.8500,,,
1974-01-29,300.0300,,,
1974-01-30,299.2200,,,
1974-01-31,298.7700,,,
1974-02-01,298.8600,,,
1974-02-04,297.0000,,,
1974-02-05,293.6900,,,
1974-02-06,297.6200,,,
1974-02-07,296.8200,,,
1974-02-08,296.3000,,,
1974-02-11,295.5100,,,
1974-02-13,291.8900,,,
1974-02-14,291.5500,,,
1974-02-15,293.1700,,,
1974-02-19,290.1100,,,
1974-02-20,289.0200,,,
1974-02-21,282.0900,,,
1974-02-22,280.5800,,,
1974-02-25,283.3700,,,
1974-02-26,286.5300,,,
1974-02-27,287.0300,,,
1974-02-28,288.4300,,,
1974-03-01,292.0600,,,
1974-03-04,292.7400,,,
1974-03-05,289.4400,,,
1974-03-06,287.0300,,,
1974-03-07,286.8600,,,
1974-03-08,287.1900,,,
1974-03-11,285.7100,,,
1974-03-12,281.6900,,,
1974-03-13,282.3300,,,
1974-03-14,282.8900,,,
1974-03-15,282.4900,,,
1974-03-18,281.9300,,,
1974-03-19,280.9800,,,
1974-03-20,280.1900,,,
1974-03-21,279.1000,,,
1974-03-22,276.7800,,,
1974-03-25,275.1800,,,
1974-03-26,274.8800,,,
1974-03-27,275.4800,,,
1974-03-28,274.4200,,,
1974-03-29,276.0900,,,
1974-04-01,280.1100,,,
1974-04-02,275.4800,,,
1974-04-03,275.8600,,,
1974-04-04,278.3200,,,
1974-04-05,279.3300,,,
1974-04-08,278.0100,,,
1974-04-09,279.2500,,,
1974-04-10,278.0100,,,
1974-04-11,276.7800,,,
1974-04-12,278.5500,,,
1974-04-15,278.5500,,,
1974-04-16,276.9300,,,
1974-04-17,276.4000,,,
1974-04-18,276.4000,,,
1974-04-19,276.9300,,,
1974-04-22,277.3900,,,
1974-04-23,275.5600,,,
1974-04-24,276.2400,,,
1974-04-25,278.1600,,,
1974-04-26,279.8000,,,
1974-04-29,279.3300,,,
1974-04-30,279.6400,,,
1974-05-01,279.4100,,,
1974-05-02,279.9600,,,
1974-05-03,279.8000,,,
1974-05-06,279.4100,,,
1974-05-07,279.5600,,,
1974-05-08,277.6200,,,
1974-05-09,277.6200,,,
1974-05-10,277.6200,,,
1974-05-13,277.6200,,,
1974-05-14,277.7800,,,
1974-05-15,277.3900,,,
1974-05-16,277.6200,,,
1974-05-17,277.7000,,,
1974-05-20,278.2400,,,
1974-05-21,279.1000,,,
1974-05-22,279.8800,,,
1974-05-23,279.5600,,,
1974-05-24,279.4900,,,
1974-05-28,279.3300,,,
1974-05-29,279.7200,,,
1974-05-30,280.9000,,,
1974-05-31,281.9300,,,
1974-06-03,283.6900,,,
1974-06-04,282.8900,,,
1974-06-05,281.8500,,,
1974-06-06,281.9300,,,
1974-06-07,282.6500,,,
1974-06-10,282.1700,,,
1974-06-11,282.2500,,,
1974-06-12,282.9700,,,
1974-06-13,282.4900,,,
1974-06-14,282.5700,,,
1974-06-17,282.7300,,,
1974-06-18,282.7300,,,
1974-06-19,282.6500,,,
1974-06-20,282.8900,,,
1974-06-21,283.2100,,,
1974-06-24,283.6100,,,
1974-06-25,283.8500,,,
1974-06-26,284.0900,,,
1974-06-27,283.9300,,,
1974-06-28,284.2500,,,
1974-07-01,285.3100,,,
1974-07-02,286.6100,,,
1974-07-03,285.8800,,,
1974-07-05,287.3600,,,
1974-07-08,287.9400,,,
1974-07-09,288.4300,,,
1974-07-10,290.7000,,,
1974-07-11,291.9700,,,
1974-07-12,289.1800,,,
1974-07-15,288.8500,,,
1974-07-16,288.1000,,,
1974-07-17,289.9400,,,
1974-07-18,290.3600,,,
1974-07-19,290.7000,,,
1974-07-22,291.2900,,,
1974-07-23,292.7400,,,
1974-07-24,292.8300,,,
1974-07-25,293.9400,,,
1974-07-26,295.4200,,,
1974-07-29,298.2400,,,
1974-07-30,297.5300,,,
1974-07-31,298.2400,,,
1974-08-01,299.5800,,,
1974-08-02,300.1200,,,
1974-08-05,300.2100,,,
1974-08-06,300.7500,,,
1974-08-07,302.1100,,,
1974-08-08,302.7500,,,
1974-08-09,302.5700,,,
1974-08-12,302.1100,,,
1974-08-13,301.8400,,,
1974-08-14,302.4800,,,
1974-08-15,302.7500,,,
1974-08-16,302.9400,,,
1974-08-19,303.1200,,,
1974-08-20,303.1200,,,
1974-08-21,303.4900,,,
1974-08-22,303.8600,,,
1974-08-23,303.1200,,,
1974-08-26,302.8500,,,
1974-08-27,302.1100,,,
1974-08-28,302.4800,,,
1974-08-29,302.9400,,,
1974-08-30,302.9400,,,
1974-09-03,302.6600,,,
1974-09-04,302.7500,,,
1974-09-05,302.5700,,,
1974-09-06,302.6600,,,
1974-09-09,302.4800,,,
1974-09-10,302.7500,,,
1974-09-11,302.1100,,,
1974-09-12,301.2000,,,
1974-09-13,299.5800,,,
1974-09-16,299.4000,,,
1974-09-17,296.1200,,,
1974-09-18,296.0300,,,
1974-09-19,296.8200,,,
1974-09-20,295.8600,,,
1974-09-23,295.8600,,,
1974-09-24,294.8100,,9.3620,
1974-09-25,296.2100,,9.3640,
